step1,step2,step3,step4,total_duration,from_edge,to_edge
mesrop_mashtoc_1,mesrop_mashtoc_2,mesrop_mashtoc_3,mesrop_mashtoc_4,232,1318793176#1,379698350#0
mesrop_mashtoc_1,mesrop_mashtoc_2,mesrop_mashtoc_3,baghramyan_1,247,1318793176#1,1342054204
mesrop_mashtoc_1,mesrop_mashtoc_2,mesrop_mashtoc_3,sayat_nova_6-,251,1318793176#1,1235147073.116
mesrop_mashtoc_1,mesrop_mashtoc_2,moskovyan_2,moskovyan_3,238,1318793176#1,1341093415#0
mesrop_mashtoc_1,mesrop_mashtoc_2,moskovyan_2,teryan_4,256,1318793176#1,-422986370#2
mesrop_mashtoc_1,mesrop_mashtoc_2,moskovyan_2,teryan_3-,238,1318793176#1,138002006#0
mesrop_mashtoc_2,mesrop_mashtoc_3,sayat_nova_6-,sayat_nova_5-,220,1318793173#0,133126030#0
mesrop_mashtoc_2,mesrop_mashtoc_3,sayat_nova_6-,teryan_5,224,1318793173#0,-430406005#1
mesrop_mashtoc_2,mesrop_mashtoc_3,sayat_nova_6-,teryan_4-,256,1318793173#0,1369578054
mesrop_mashtoc_2,moskovyan_2,moskovyan_3,moskovyan_4,162,1318793173#0,1341093416#0
mesrop_mashtoc_2,moskovyan_2,moskovyan_3,abovyan_4,168,1318793173#0,791826085
mesrop_mashtoc_2,moskovyan_2,moskovyan_3,abovyan_3-,150,1318793173#0,409155823
mesrop_mashtoc_2,moskovyan_2,teryan_4,teryan_5,233,1318793173#0,-430406005#1
mesrop_mashtoc_2,moskovyan_2,teryan_4,sayat_nova_6,273,1318793173#0,137415945#0
mesrop_mashtoc_2,moskovyan_2,teryan_3-,isahakyan_3,169,1318793173#0,380351865#0
mesrop_mashtoc_2,moskovyan_2,teryan_3-,teryan_2-,171,1318793173#0,1369578052#0
mesrop_mashtoc_3,sayat_nova_6-,sayat_nova_5-,abovyan_5,232,291974733#0,134193294#0
mesrop_mashtoc_3,sayat_nova_6-,sayat_nova_5-,sayat_nova_4-,228,291974733#0,1328664748#0
mesrop_mashtoc_3,sayat_nova_6-,teryan_4-,moskovyan_3,288,291974733#0,1341093415#0
mesrop_mashtoc_3,sayat_nova_6-,teryan_4-,teryan_3-,275,291974733#0,138002006#0
baghramyan_1-,sayat_nova_6-,sayat_nova_5-,abovyan_5,225,1252820505#0,134193294#0
baghramyan_1-,sayat_nova_6-,sayat_nova_5-,sayat_nova_4-,221,1252820505#0,1328664748#0
baghramyan_1-,sayat_nova_6-,teryan_4-,moskovyan_3,281,1252820505#0,1341093415#0
baghramyan_1-,sayat_nova_6-,teryan_4-,teryan_3-,268,1252820505#0,138002006#0
baghramyan_1-,mesrop_mashtoc_3-,mesrop_mashtoc_2-,mesrop_mashtoc_1-,142,1252820505#0,1318893695#0
baghramyan_1-,mesrop_mashtoc_3-,mesrop_mashtoc_2-,isahakyan_4,331,1252820505#0,133126031#0
baghramyan_1-,mesrop_mashtoc_3-,moskovyan_2,moskovyan_3,184,1252820505#0,1341093415#0
baghramyan_1-,mesrop_mashtoc_3-,moskovyan_2,teryan_4,202,1252820505#0,-422986370#2
baghramyan_1-,mesrop_mashtoc_3-,moskovyan_2,teryan_3-,184,1252820505#0,138002006#0
mesrop_mashtoc_4-,mesrop_mashtoc_3-,mesrop_mashtoc_2-,mesrop_mashtoc_1-,142,133000078#0,1318893695#0
mesrop_mashtoc_4-,mesrop_mashtoc_3-,mesrop_mashtoc_2-,isahakyan_4,331,133000078#0,133126031#0
mesrop_mashtoc_4-,mesrop_mashtoc_3-,moskovyan_2,moskovyan_3,184,133000078#0,1341093415#0
mesrop_mashtoc_4-,mesrop_mashtoc_3-,moskovyan_2,teryan_4,202,133000078#0,-422986370#2
mesrop_mashtoc_4-,mesrop_mashtoc_3-,moskovyan_2,teryan_3-,184,133000078#0,138002006#0
mesrop_mashtoc_4-,sayat_nova_6-,sayat_nova_5-,abovyan_5,204,133000078#0,134193294#0
mesrop_mashtoc_4-,sayat_nova_6-,sayat_nova_5-,sayat_nova_4-,200,133000078#0,1328664748#0
mesrop_mashtoc_4-,sayat_nova_6-,teryan_4-,moskovyan_3,260,133000078#0,1341093415#0
mesrop_mashtoc_4-,sayat_nova_6-,teryan_4-,teryan_3-,247,133000078#0,138002006#0
moskovyan_1,mesrop_mashtoc_3,sayat_nova_6-,sayat_nova_5-,233,1252820503#0,133126030#0
moskovyan_1,mesrop_mashtoc_3,sayat_nova_6-,teryan_5,237,1252820503#0,-430406005#1
moskovyan_1,mesrop_mashtoc_3,sayat_nova_6-,teryan_4-,269,1252820503#0,1369578054
moskovyan_1,moskovyan_2,moskovyan_3,moskovyan_4,162,1252820503#0,1341093416#0
moskovyan_1,moskovyan_2,moskovyan_3,abovyan_4,168,1252820503#0,791826085
moskovyan_1,moskovyan_2,moskovyan_3,abovyan_3-,150,1252820503#0,409155823
moskovyan_1,moskovyan_2,teryan_4,teryan_5,233,1252820503#0,-430406005#1
moskovyan_1,moskovyan_2,teryan_4,sayat_nova_6,273,1252820503#0,137415945#0
moskovyan_1,moskovyan_2,teryan_3-,isahakyan_3,169,1252820503#0,380351865#0
moskovyan_1,moskovyan_2,teryan_3-,teryan_2-,171,1252820503#0,1369578052#0
moskovyan_1,mesrop_mashtoc_2-,mesrop_mashtoc_1-,koryun_3-,108,1252820503#0,133131666#1
mesrop_mashtoc_3-,mesrop_mashtoc_2-,mesrop_mashtoc_1-,koryun_3-,102,137406408#0,133131666#1
mesrop_mashtoc_3-,moskovyan_2,moskovyan_3,moskovyan_4,165,137406408#0,1341093416#0
mesrop_mashtoc_3-,moskovyan_2,moskovyan_3,abovyan_4,171,137406408#0,791826085
mesrop_mashtoc_3-,moskovyan_2,moskovyan_3,abovyan_3-,153,137406408#0,409155823
mesrop_mashtoc_3-,moskovyan_2,teryan_4,teryan_5,236,137406408#0,-430406005#1
mesrop_mashtoc_3-,moskovyan_2,teryan_4,sayat_nova_6,276,137406408#0,137415945#0
mesrop_mashtoc_3-,moskovyan_2,teryan_3-,isahakyan_3,172,137406408#0,380351865#0
mesrop_mashtoc_3-,moskovyan_2,teryan_3-,teryan_2-,174,137406408#0,1369578052#0
mesrop_mashtoc_2-,mesrop_mashtoc_1-,koryun_3-,koryun_2-,131,133126040#0,133342692#0
mesrop_mashtoc_2-,mesrop_mashtoc_1-,koryun_3-,teryan_2,153,133126040#0,-138002002#2
mesrop_mashtoc_2-,mesrop_mashtoc_1-,koryun_3-,teryan_1-,153,133126040#0,138002016#0
mesrop_mashtoc_1-,koryun_3-,koryun_2-,koryun_1-,155,1318893695#0,133000063
mesrop_mashtoc_1-,koryun_3-,koryun_2-,abovyan_2,161,1318893695#0,423956929
mesrop_mashtoc_1-,koryun_3-,koryun_2-,abovyan_1-,189,1318893695#0,136617981
mesrop_mashtoc_1-,koryun_3-,teryan_2,teryan_3,176,1318893695#0,-138002006#3
mesrop_mashtoc_1-,koryun_3-,teryan_2,isahakyan_3,196,1318893695#0,380351865#0
koryun_3,mesrop_mashtoc_1,mesrop_mashtoc_2,moskovyan_1-,247,380585337#0,189835257
koryun_3,mesrop_mashtoc_1,mesrop_mashtoc_2,mesrop_mashtoc_3,243,380585337#0,291974733#0
koryun_3,mesrop_mashtoc_1,mesrop_mashtoc_2,moskovyan_2,245,380585337#0,1254771874#0
sayat_nova_6,mesrop_mashtoc_3-,mesrop_mashtoc_2-,mesrop_mashtoc_1-,155,137415945#0,1318893695#0
sayat_nova_6,mesrop_mashtoc_3-,mesrop_mashtoc_2-,isahakyan_4,344,137415945#0,133126031#0
sayat_nova_6,mesrop_mashtoc_3-,moskovyan_2,moskovyan_3,197,137415945#0,1341093415#0
sayat_nova_6,mesrop_mashtoc_3-,moskovyan_2,teryan_4,215,137415945#0,-422986370#2
sayat_nova_6,mesrop_mashtoc_3-,moskovyan_2,teryan_3-,197,137415945#0,138002006#0
moskovyan_2,moskovyan_3,moskovyan_4,khanjyan_1-,158,1254771874#0,799091563#0
moskovyan_2,moskovyan_3,moskovyan_4,nalbandyan_3,211,1254771874#0,1254519225#0.109
moskovyan_2,moskovyan_3,moskovyan_4,nalbandyan_2-,160,1254771874#0,1254519229#0
moskovyan_2,moskovyan_3,abovyan_4,abovyan_5,203,1254771874#0,134193294#0
moskovyan_2,moskovyan_3,abovyan_4,sayat_nova_5,213,1254771874#0,485211947#0
moskovyan_2,moskovyan_3,abovyan_4,sayat_nova_4-,210,1254771874#0,1328664748#0
moskovyan_2,moskovyan_3,abovyan_3-,abovyan_2-,141,1254771874#0,1091883842
moskovyan_2,teryan_4,sayat_nova_6,baghramyan_1,316,1254771874#0,1342054204
moskovyan_2,teryan_4,sayat_nova_6,mesrop_mashtoc_4,294,1254771874#0,379698350#0
moskovyan_2,teryan_4,sayat_nova_6,mesrop_mashtoc_3-,304,1254771874#0,137406408#0
moskovyan_2,teryan_3-,isahakyan_3,mesrop_mashtoc_2,191,1254771874#0,1318793173#0
moskovyan_2,teryan_3-,isahakyan_3,isahakyan_4,296,1254771874#0,133126031#0
moskovyan_2,teryan_3-,isahakyan_3,mesrop_mashtoc_1-,214,1254771874#0,1318893695#0
moskovyan_2,teryan_3-,teryan_2-,teryan_1-,209,1254771874#0,138002016#0
moskovyan_2,teryan_3-,teryan_2-,koryun_2-,197,1254771874#0,133342692#0
teryan_4,sayat_nova_6,mesrop_mashtoc_3-,mesrop_mashtoc_2-,271,-422986370#2,133126040#0
teryan_4,sayat_nova_6,mesrop_mashtoc_3-,moskovyan_2,285,-422986370#2,1254771874#0
sayat_nova_6-,sayat_nova_5-,sayat_nova_4-,nalbandyan_4,259,1235147073.116,135474719#0
sayat_nova_6-,sayat_nova_5-,sayat_nova_4-,sayat_nova_3-,221,1235147073.116,177211987#1
sayat_nova_6-,sayat_nova_5-,sayat_nova_4-,nalbandyan_3-,243,1235147073.116,1253188486#8
sayat_nova_6-,teryan_4-,moskovyan_3,moskovyan_4,268,1235147073.116,1341093416#0
sayat_nova_6-,teryan_4-,moskovyan_3,abovyan_4,274,1235147073.116,791826085
sayat_nova_6-,teryan_4-,moskovyan_3,abovyan_3-,256,1235147073.116,409155823
sayat_nova_6-,teryan_4-,teryan_3-,isahakyan_3,262,1235147073.116,380351865#0
sayat_nova_6-,teryan_4-,teryan_3-,teryan_2-,264,1235147073.116,1369578052#0
teryan_5-,teryan_4-,moskovyan_3,moskovyan_4,235,133126008#0,1341093416#0
teryan_5-,teryan_4-,moskovyan_3,abovyan_4,241,133126008#0,791826085
teryan_5-,teryan_4-,moskovyan_3,abovyan_3-,223,133126008#0,409155823
teryan_5-,teryan_4-,teryan_3-,isahakyan_3,229,133126008#0,380351865#0
teryan_5-,teryan_4-,teryan_3-,teryan_2-,231,133126008#0,1369578052#0
teryan_5-,sayat_nova_5-,sayat_nova_4-,nalbandyan_4,239,133126008#0,135474719#0
teryan_5-,sayat_nova_5-,sayat_nova_4-,sayat_nova_3-,201,133126008#0,177211987#1
teryan_5-,sayat_nova_5-,sayat_nova_4-,nalbandyan_3-,223,133126008#0,1253188486#8
sayat_nova_5,teryan_4-,moskovyan_3,moskovyan_4,232,485211947#0,1341093416#0
sayat_nova_5,teryan_4-,moskovyan_3,abovyan_4,238,485211947#0,791826085
sayat_nova_5,teryan_4-,moskovyan_3,abovyan_3-,220,485211947#0,409155823
sayat_nova_5,teryan_4-,teryan_3-,isahakyan_3,226,485211947#0,380351865#0
sayat_nova_5,teryan_4-,teryan_3-,teryan_2-,228,485211947#0,1369578052#0
sayat_nova_5,sayat_nova_6,mesrop_mashtoc_3-,mesrop_mashtoc_2-,199,485211947#0,133126040#0
sayat_nova_5,sayat_nova_6,mesrop_mashtoc_3-,moskovyan_2,213,485211947#0,1254771874#0
sayat_nova_5-,sayat_nova_4-,sayat_nova_3-,sayat_nova_2-,200,133126030#0,688883939#0
sayat_nova_5-,sayat_nova_4-,sayat_nova_3-,khanjyan_2-,232,133126030#0,138000492#0
sayat_nova_5-,sayat_nova_4-,nalbandyan_3-,nalbandyan_2-,188,133126030#0,1254519229#0
sayat_nova_5-,sayat_nova_4-,nalbandyan_3-,khanjyan_1-,191,133126030#0,799091563#0
teryan_4-,moskovyan_3,moskovyan_4,khanjyan_1-,184,1369578054,799091563#0
teryan_4-,moskovyan_3,moskovyan_4,nalbandyan_3,237,1369578054,1254519225#0.109
teryan_4-,moskovyan_3,moskovyan_4,nalbandyan_2-,186,1369578054,1254519229#0
teryan_4-,moskovyan_3,abovyan_4,abovyan_5,229,1369578054,134193294#0
teryan_4-,moskovyan_3,abovyan_4,sayat_nova_5,239,1369578054,485211947#0
teryan_4-,moskovyan_3,abovyan_4,sayat_nova_4-,236,1369578054,1328664748#0
teryan_4-,moskovyan_3,abovyan_3-,abovyan_2-,167,1369578054,1091883842
teryan_4-,teryan_3-,isahakyan_3,mesrop_mashtoc_2,204,1369578054,1318793173#0
teryan_4-,teryan_3-,isahakyan_3,isahakyan_4,309,1369578054,133126031#0
teryan_4-,teryan_3-,isahakyan_3,mesrop_mashtoc_1-,227,1369578054,1318893695#0
teryan_4-,teryan_3-,teryan_2-,teryan_1-,222,1369578054,138002016#0
teryan_4-,teryan_3-,teryan_2-,koryun_2-,210,1369578054,133342692#0
sayat_nova_4,sayat_nova_5-,sayat_nova_4-,nalbandyan_4,260,1328664744#0,135474719#0
sayat_nova_4,sayat_nova_5-,sayat_nova_4-,sayat_nova_3-,222,1328664744#0,177211987#1
sayat_nova_4,sayat_nova_5-,sayat_nova_4-,nalbandyan_3-,244,1328664744#0,1253188486#8
abovyan_4,sayat_nova_5,teryan_4-,moskovyan_3,278,791826085,1341093415#0
abovyan_4,sayat_nova_5,teryan_4-,teryan_3-,265,791826085,138002006#0
abovyan_4,sayat_nova_5,sayat_nova_6,baghramyan_1,267,791826085,1342054204
abovyan_4,sayat_nova_5,sayat_nova_6,mesrop_mashtoc_4,245,791826085,379698350#0
abovyan_4,sayat_nova_5,sayat_nova_6,mesrop_mashtoc_3-,255,791826085,137406408#0
abovyan_4,sayat_nova_4-,sayat_nova_3-,sayat_nova_2-,236,791826085,688883939#0
abovyan_4,sayat_nova_4-,sayat_nova_3-,khanjyan_2-,268,791826085,138000492#0
abovyan_4,sayat_nova_4-,nalbandyan_3-,nalbandyan_2-,224,791826085,1254519229#0
abovyan_4,sayat_nova_4-,nalbandyan_3-,khanjyan_1-,227,791826085,799091563#0
isahakyan_3,mesrop_mashtoc_2,mesrop_mashtoc_3,mesrop_mashtoc_4,179,380351865#0,379698350#0
isahakyan_3,mesrop_mashtoc_2,mesrop_mashtoc_3,baghramyan_1,194,380351865#0,1342054204
isahakyan_3,mesrop_mashtoc_2,mesrop_mashtoc_3,sayat_nova_6-,198,380351865#0,1235147073.116
isahakyan_3,mesrop_mashtoc_2,moskovyan_2,moskovyan_3,185,380351865#0,1341093415#0
isahakyan_3,mesrop_mashtoc_2,moskovyan_2,teryan_4,203,380351865#0,-422986370#2
isahakyan_3,mesrop_mashtoc_2,moskovyan_2,teryan_3-,185,380351865#0,138002006#0
isahakyan_3,mesrop_mashtoc_1-,koryun_3-,koryun_2-,200,380351865#0,133342692#0
isahakyan_3,mesrop_mashtoc_1-,koryun_3-,teryan_2,222,380351865#0,-138002002#2
isahakyan_3,mesrop_mashtoc_1-,koryun_3-,teryan_1-,222,380351865#0,138002016#0
teryan_3,teryan_4,sayat_nova_6,baghramyan_1,288,-138002006#3,1342054204
teryan_3,teryan_4,sayat_nova_6,mesrop_mashtoc_4,266,-138002006#3,379698350#0
teryan_3,teryan_4,sayat_nova_6,mesrop_mashtoc_3-,276,-138002006#3,137406408#0
teryan_3,moskovyan_3,moskovyan_4,khanjyan_1-,141,-138002006#3,799091563#0
teryan_3,moskovyan_3,moskovyan_4,nalbandyan_3,194,-138002006#3,1254519225#0.109
teryan_3,moskovyan_3,moskovyan_4,nalbandyan_2-,143,-138002006#3,1254519229#0
teryan_3,moskovyan_3,abovyan_4,abovyan_5,186,-138002006#3,134193294#0
teryan_3,moskovyan_3,abovyan_4,sayat_nova_5,196,-138002006#3,485211947#0
teryan_3,moskovyan_3,abovyan_4,sayat_nova_4-,193,-138002006#3,1328664748#0
teryan_3,moskovyan_3,abovyan_3-,abovyan_2-,124,-138002006#3,1091883842
teryan_3-,isahakyan_3,mesrop_mashtoc_2,moskovyan_1-,189,138002006#0,189835257
teryan_3-,isahakyan_3,mesrop_mashtoc_2,mesrop_mashtoc_3,185,138002006#0,291974733#0
teryan_3-,isahakyan_3,mesrop_mashtoc_2,moskovyan_2,187,138002006#0,1254771874#0
teryan_3-,isahakyan_3,mesrop_mashtoc_1-,koryun_3-,188,138002006#0,133131666#1
teryan_3-,teryan_2-,koryun_2-,koryun_1-,193,138002006#0,133000063
teryan_3-,teryan_2-,koryun_2-,abovyan_2,199,138002006#0,423956929
teryan_3-,teryan_2-,koryun_2-,abovyan_1-,227,138002006#0,136617981
moskovyan_3,moskovyan_4,khanjyan_1-,khanjyan_2-,238,1341093415#0,138000492#0
moskovyan_3,moskovyan_4,khanjyan_1-,sayat_nova_3,207,1341093415#0,134194079#0
moskovyan_3,moskovyan_4,khanjyan_1-,sayat_nova_2-,204,1341093415#0,688883939#0
moskovyan_3,moskovyan_4,nalbandyan_3,nalbandyan_4,307,1341093415#0,135474719#0
moskovyan_3,moskovyan_4,nalbandyan_3,sayat_nova_4,298,1341093415#0,1328664744#0
moskovyan_3,moskovyan_4,nalbandyan_3,sayat_nova_3-,292,1341093415#0,177211987#1
moskovyan_3,moskovyan_4,nalbandyan_2-,isahakyan_1,159,1341093415#0,430416184
moskovyan_3,moskovyan_4,nalbandyan_2-,nalbandyan_1-,129,1341093415#0,1342963997
moskovyan_3,abovyan_4,sayat_nova_5,teryan_4-,253,1341093415#0,1369578054
moskovyan_3,abovyan_4,sayat_nova_5,sayat_nova_6,229,1341093415#0,137415945#0
moskovyan_3,abovyan_4,sayat_nova_5,teryan_5,229,1341093415#0,-430406005#1
moskovyan_3,abovyan_4,sayat_nova_4-,nalbandyan_4,256,1341093415#0,135474719#0
moskovyan_3,abovyan_4,sayat_nova_4-,sayat_nova_3-,218,1341093415#0,177211987#1
moskovyan_3,abovyan_4,sayat_nova_4-,nalbandyan_3-,240,1341093415#0,1253188486#8
moskovyan_3,abovyan_3-,abovyan_2-,abovyan_1-,194,1341093415#0,136617981
moskovyan_3,abovyan_3-,abovyan_2-,koryun_1-,138,1341093415#0,133000063
isahakyan_2,isahakyan_3,mesrop_mashtoc_2,moskovyan_1-,189,186407685,189835257
isahakyan_2,isahakyan_3,mesrop_mashtoc_2,mesrop_mashtoc_3,185,186407685,291974733#0
isahakyan_2,isahakyan_3,mesrop_mashtoc_2,moskovyan_2,187,186407685,1254771874#0
isahakyan_2,isahakyan_3,mesrop_mashtoc_1-,koryun_3-,188,186407685,133131666#1
isahakyan_2,teryan_3,teryan_4,teryan_5,197,186407685,-430406005#1
isahakyan_2,teryan_3,teryan_4,sayat_nova_6,237,186407685,137415945#0
isahakyan_2,teryan_3,moskovyan_3,moskovyan_4,137,186407685,1341093416#0
isahakyan_2,teryan_3,moskovyan_3,abovyan_4,143,186407685,791826085
isahakyan_2,teryan_3,moskovyan_3,abovyan_3-,125,186407685,409155823
isahakyan_2,teryan_2-,koryun_2-,koryun_1-,211,186407685,133000063
isahakyan_2,teryan_2-,koryun_2-,abovyan_2,217,186407685,423956929
isahakyan_2,teryan_2-,koryun_2-,abovyan_1-,245,186407685,136617981
abovyan_3,abovyan_4,sayat_nova_5,teryan_4-,245,186407684#0,1369578054
abovyan_3,abovyan_4,sayat_nova_5,sayat_nova_6,221,186407684#0,137415945#0
abovyan_3,abovyan_4,sayat_nova_5,teryan_5,221,186407684#0,-430406005#1
abovyan_3,abovyan_4,sayat_nova_4-,nalbandyan_4,248,186407684#0,135474719#0
abovyan_3,abovyan_4,sayat_nova_4-,sayat_nova_3-,210,186407684#0,177211987#1
abovyan_3,abovyan_4,sayat_nova_4-,nalbandyan_3-,232,186407684#0,1253188486#8
abovyan_3,moskovyan_4,khanjyan_1-,khanjyan_2-,233,186407684#0,138000492#0
abovyan_3,moskovyan_4,khanjyan_1-,sayat_nova_3,202,186407684#0,134194079#0
abovyan_3,moskovyan_4,khanjyan_1-,sayat_nova_2-,199,186407684#0,688883939#0
abovyan_3,moskovyan_4,nalbandyan_3,nalbandyan_4,302,186407684#0,135474719#0
abovyan_3,moskovyan_4,nalbandyan_3,sayat_nova_4,293,186407684#0,1328664744#0
abovyan_3,moskovyan_4,nalbandyan_3,sayat_nova_3-,287,186407684#0,177211987#1
abovyan_3,moskovyan_4,nalbandyan_2-,isahakyan_1,154,186407684#0,430416184
abovyan_3,moskovyan_4,nalbandyan_2-,nalbandyan_1-,124,186407684#0,1342963997
abovyan_3-,abovyan_2-,koryun_1-,charents_2-,205,409155823,683079387#1
abovyan_3-,abovyan_2-,koryun_1-,nalbandyan_1,202,409155823,186409193
abovyan_3-,abovyan_2-,koryun_1-,heratsi_2,344,409155823,380585336
koryun_3-,koryun_2-,koryun_1-,charents_2-,231,133131666#1,683079387#1
koryun_3-,koryun_2-,koryun_1-,nalbandyan_1,228,133131666#1,186409193
koryun_3-,koryun_2-,koryun_1-,heratsi_2,370,133131666#1,380585336
koryun_3-,koryun_2-,abovyan_2,abovyan_3,168,133131666#1,186407684#0
koryun_3-,koryun_2-,abovyan_2,isahakyan_2,184,133131666#1,186407685
koryun_3-,teryan_2,teryan_3,teryan_4,192,133131666#1,-422986370#2
koryun_3-,teryan_2,teryan_3,moskovyan_3,185,133131666#1,1341093415#0
koryun_3-,teryan_2,isahakyan_3,mesrop_mashtoc_2,240,133131666#1,1318793173#0
koryun_3-,teryan_2,isahakyan_3,isahakyan_4,345,133131666#1,133126031#0
koryun_3-,teryan_2,isahakyan_3,mesrop_mashtoc_1-,263,133131666#1,1318893695#0
teryan_2,teryan_3,teryan_4,teryan_5,204,-138002002#2,-430406005#1
teryan_2,teryan_3,teryan_4,sayat_nova_6,244,-138002002#2,137415945#0
teryan_2,teryan_3,moskovyan_3,moskovyan_4,144,-138002002#2,1341093416#0
teryan_2,teryan_3,moskovyan_3,abovyan_4,150,-138002002#2,791826085
teryan_2,teryan_3,moskovyan_3,abovyan_3-,132,-138002002#2,409155823
teryan_2,isahakyan_3,mesrop_mashtoc_2,moskovyan_1-,202,-138002002#2,189835257
teryan_2,isahakyan_3,mesrop_mashtoc_2,mesrop_mashtoc_3,198,-138002002#2,291974733#0
teryan_2,isahakyan_3,mesrop_mashtoc_2,moskovyan_2,200,-138002002#2,1254771874#0
teryan_2,isahakyan_3,mesrop_mashtoc_1-,koryun_3-,201,-138002002#2,133131666#1
teryan_1,teryan_2,teryan_3,teryan_4,189,1253209803#0,-422986370#2
teryan_1,teryan_2,teryan_3,moskovyan_3,182,1253209803#0,1341093415#0
teryan_1,teryan_2,isahakyan_3,mesrop_mashtoc_2,237,1253209803#0,1318793173#0
teryan_1,teryan_2,isahakyan_3,isahakyan_4,342,1253209803#0,133126031#0
teryan_1,teryan_2,isahakyan_3,mesrop_mashtoc_1-,260,1253209803#0,1318893695#0
teryan_1,koryun_3,mesrop_mashtoc_1,isahakyan_4,423,1253209803#0,133126031#0
teryan_1,koryun_3,mesrop_mashtoc_1,mesrop_mashtoc_2,261,1253209803#0,1318793173#0
teryan_1,koryun_2-,koryun_1-,charents_2-,315,1253209803#0,683079387#1
teryan_1,koryun_2-,koryun_1-,nalbandyan_1,312,1253209803#0,186409193
teryan_1,koryun_2-,koryun_1-,heratsi_2,454,1253209803#0,380585336
teryan_1,koryun_2-,abovyan_2,abovyan_3,252,1253209803#0,186407684#0
teryan_1,koryun_2-,abovyan_2,isahakyan_2,268,1253209803#0,186407685
teryan_2-,koryun_2-,koryun_1-,charents_2-,239,1369578052#0,683079387#1
teryan_2-,koryun_2-,koryun_1-,nalbandyan_1,236,1369578052#0,186409193
teryan_2-,koryun_2-,koryun_1-,heratsi_2,378,1369578052#0,380585336
teryan_2-,koryun_2-,abovyan_2,abovyan_3,176,1369578052#0,186407684#0
teryan_2-,koryun_2-,abovyan_2,isahakyan_2,192,1369578052#0,186407685
koryun_2,koryun_3,mesrop_mashtoc_1,isahakyan_4,426,380593307#0,133126031#0
koryun_2,koryun_3,mesrop_mashtoc_1,mesrop_mashtoc_2,264,380593307#0,1318793173#0
koryun_2,teryan_2,teryan_3,teryan_4,177,380593307#0,-422986370#2
